2024-04-01,14037.3000000000
2024-04-02,16677.5660000000
2024-04-03,19747.4374000000
2024-04-04,30992.2740000000
2024-04-05,23500.8520000000
2024-04-06,17406.7470000000
2024-04-07,8559.4854000000
2024-04-08,22133.3340000000
2024-04-09,15926.8380000000
2024-04-10,13321.0240000000
2024-04-11,14268.3228000000
2024-04-12,18253.8314000000
2024-04-13,20880.7320000000
2024-04-14,8311.9320000000
2024-04-15,1339.2540000000
2024-05-20,6.9290000000
2024-05-21,4.5300000000
2024-05-22,10.3290000000
2024-05-23,9.0600000000
2024-05-25,21.1400000000
2024-05-28,7122.4280000000
2024-05-29,118758.3774000000
2024-05-30,163853.1732000000
2024-05-31,71895.6310000000
2024-06-01,26364.6310000000
2024-06-02,5107.3080000000
2024-06-03,25909.4084000000
2024-06-04,14397.2060000000
2024-06-05,20479.7690000000
2024-06-06,21112.5560000000
2024-06-07,1.5090000000
2024-06-10,2552.8914000000
2024-06-12,19867.4610000000
2024-06-13,95876.1764000000
2024-06-14,24853.4600000000
2024-06-15,26615.8110000000
2024-06-16,11339.8590000000
2024-06-17,9543.7170000000
2024-06-18,2707.1800000000
2024-06-19,46225.9230000000
2024-06-20,20654.3410000000
2024-06-21,19677.9860000000
2024-06-22,18843.8050000000
2024-06-23,8243.5140000000
2024-06-24,28776.6294000000
2024-06-25,11554.6600000000
2024-06-26,19238.5560000000
2024-06-27,13222.9374000000
2024-06-28,20690.7864000000
2024-06-29,18331.7018000000
2024-06-30,6256.2800000000
2024-07-01,19917.4920000000
2024-07-02,30286.1218000000
2024-07-03,27658.5814000000
2024-07-04,17390.9424000000
2024-07-05,29775.9420000000
2024-07-06,25727.6270000000
2024-07-07,7183.6360000000
2024-07-08,29986.3364000000
2024-07-09,25385.9990000000
2024-07-10,24083.2824000000
2024-07-11,23523.6204000000
2024-07-12,18277.3634000000
2024-07-13,28196.2130000000
2024-07-14,6931.6440000000
2024-07-15,23949.7958000000
2024-07-16,16353.5068000000
2024-07-17,17833.6794000000
2024-07-18,15121.9920000000
2024-07-19,21234.9932000000
2024-07-20,33710.5122000000
2024-07-21,8788.2554000000
2024-07-22,19317.0570000000
2024-07-23,24144.3500000000
2024-07-24,27900.3794000000
2024-07-25,21522.9722000000
2024-07-26,15136.3220000000
2024-07-27,20575.7754000000
2024-07-28,8914.2554000000
2024-07-29,52660.0084000000
2024-07-30,30045.4376000000
2024-07-31,19977.9622000000
2024-08-01,21499.3624000000
2024-08-02,27147.8934000000
2024-08-03,21541.3614000000
2024-08-04,5342.1330000000
2024-08-05,23480.7460000000
2024-08-06,23156.1978000000
2024-08-07,22769.7264000000
2024-08-08,18023.3068000000
2024-08-09,27497.9722000000
2024-08-10,30149.9072000000
2024-08-11,8899.3728000000
2024-08-12,32184.1730000000
2024-08-13,23324.0180000000
2024-08-14,34299.5940000000
2024-08-15,24951.0940000000
2024-08-16,25518.7126000000
2024-08-17,7789.1810000000
2024-08-18,19032.1574000000
2024-08-19,29608.5864000000
2024-08-20,47755.3676000000
2024-08-21,28400.8430000000
2024-08-22,26412.4848000000
2024-08-23,36009.4704000000
2024-08-24,23428.6954000000
2024-08-25,7704.6524000000
2024-08-26,32020.5364000000
2024-08-27,28209.1624000000
2024-08-28,28606.9718000000
2024-08-29,15325.7034000000
2024-08-30,29695.3810000000
2024-08-31,23250.9674000000
2024-09-01,18303.3580000000
2024-09-02,23780.2310000000
2024-09-03,27726.0938000000
2024-09-04,19904.1794000000
2024-09-05,13461.4994000000
2024-09-06,21076.0270000000
2024-09-07,27997.7744000000
2024-09-08,10076.7982000000
2024-09-09,28731.9770000000
2024-09-10,19763.8208000000
2024-09-11,16858.1022000000
2024-09-12,16051.8130000000
2024-09-13,22327.5712000000
2024-09-14,15173.8224000000
2024-09-15,4787.2344000000
2024-09-16,35304.4070000000
2024-09-17,30236.8546000000
2024-09-18,44125.0418000000
2024-09-19,26344.3128000000
2024-09-20,29973.0738000000
2024-09-21,18805.7932000000
2024-09-22,10086.9114000000
2024-09-23,35923.4706000000
2024-09-24,36670.9272000000
2024-09-25,30434.3154000000
2024-09-26,18400.4424000000
2024-09-27,25459.2094000000
2024-09-28,51759.2056000000
2024-09-29,7055.4880000000
2024-09-30,36052.5562000000
2024-10-01,20801.9654000000
2024-10-02,25319.0094000000
2024-10-03,29408.1368000000
2024-10-04,20754.6990000000
2024-10-05,23059.5450000000
2024-10-06,7217.3344000000
2024-10-07,25502.6682000000
2024-10-08,23625.4420000000
2024-10-09,33809.9284000000
2024-10-10,21857.9518000000
2024-10-11,19148.6850000000
2024-10-12,21124.6360000000
2024-10-15,2658.2060000000
2024-10-16,80240.1194000000
2024-10-17,18218.1920000000
2024-10-18,11003.9800000000
2024-10-19,16764.2454000000
2024-10-20,2319.2820000000
2024-10-21,20836.6770000000
2024-10-22,21826.2838000000
2024-10-23,13701.9170000000
2024-10-24,21942.4800000000
2024-10-25,27792.1522000000
2024-10-26,31913.7570000000
2024-10-27,13229.1894000000
2024-10-28,22847.2240000000
2024-10-29,19056.9568000000
2024-10-30,19926.3664000000
2024-10-31,22348.4080000000
2024-11-01,17673.2188000000
2024-11-02,17512.1704000000
2024-11-03,3646.2154000000
2024-11-04,33887.1018000000
2024-11-05,21551.0400000000
2024-11-06,22718.9724000000
2024-11-07,23055.9090000000
2024-11-08,26850.3170000000
2024-11-09,29222.9792000000
2024-11-10,7294.1520000000
2024-11-11,31326.7824000000
2024-11-12,18190.6240000000
2024-11-13,16855.7480000000
2024-11-14,21376.6520000000
2024-11-15,33405.8210000000
2024-11-16,18775.6424000000
2024-11-17,7296.3650000000
2024-11-18,32291.6178000000
2024-11-19,19927.9324000000
2024-11-20,18872.5264000000
2024-11-21,15185.8880000000
2024-11-22,19945.9178000000
2024-11-23,18702.1778000000
2024-11-24,5513.8680000000
2024-11-25,21954.8620000000
2024-11-26,20345.0900000000
2024-11-27,18593.2648000000
2024-11-28,16947.0380000000
2024-11-29,8277.4340000000
2024-11-30,22298.8388000000
2024-12-01,6941.4660000000
2024-12-02,23184.6604000000
2024-12-03,22043.9008000000
2024-12-04,15432.9230000000
2024-12-05,17311.3358000000
2024-12-06,22811.7154000000
2024-12-07,18411.3364000000
2024-12-08,7010.7124000000
2024-12-09,30338.0084000000
2024-12-10,24174.4080000000
2024-12-11,17015.8384000000
2024-12-12,16902.3348000000
2024-12-13,24922.0760000000
2024-12-14,25603.8034000000
2024-12-15,9890.2324000000
2024-12-16,35893.8350000000
2024-12-17,31334.6304000000
2024-12-18,34254.6968000000
2024-12-19,22446.6334000000
2024-12-20,27481.9130000000
2024-12-21,24213.6554000000
2024-12-22,5890.7264000000
2024-12-23,23113.6538000000
2024-12-24,20100.0774000000
2024-12-25,37281.7884000000
2024-12-26,10979.6220000000
2024-12-27,14936.2194000000
2024-12-28,15355.6144000000
2024-12-29,3341.8350000000
2024-12-30,25193.9822000000
2024-12-31,11612.9190000000
