2017-04-01,19763.20000000
2017-04-02,7248.90000000
2017-04-03,23689.30000000
2017-04-04,17392.10000000
2017-04-05,17317.80000000
2017-04-06,21484.60000000
2017-04-07,27132.90000000
2017-04-08,18861.90000000
2017-04-09,16324.00000000
2017-04-10,21370.30000000
2017-04-11,22572.00000000
2017-04-12,18756.20000000
2017-04-13,16794.80000000
2017-04-14,15240.80000000
2017-04-15,25956.50000000
2017-04-16,11694.20000000
2017-04-17,24640.90000000
2017-04-18,12058.40000000
2017-04-19,22605.00000000
2017-04-20,31262.50000000
2017-04-21,22850.80000000
2017-04-22,26169.20000000
2017-04-23,8798.30000000
2017-04-24,21710.00000000
2017-04-25,16609.30000000
2017-04-26,26177.00000000
2017-04-27,19812.80000000
2017-04-28,19067.80000000
2017-04-29,15542.70000000
2017-04-30,7890.90000000
